hierarquia,topico,quantidade_encontrada,porcentagem_encontrada,quantidade_caderno,porcentagem_caderno,porcentagem_encontrada_num,porcentagem_caderno_num,nivel_hierarquia
14.02.02.01,Do Poder Executivo (arts. 102 a 114 da LOM-BH),1,0.00%,1,0.00%,0.0,0.0,4
14.03,Lei Orgânica do Município de Boa Vista,8,0.01%,8,0.01%,0.01,0.01,2
14.04,Lei Orgânica do Município de Cuiabá,1,0.00%,1,0.00%,0.0,0.0,2
14.05,Lei Orgânica do Município de Fortaleza,10,0.01%,10,0.01%,0.01,0.01,2
14.05.01,Da Competência do Município (art. 8º da LOM-Fortaleza),6,0.01%,6,0.01%,0.01,0.01,3
14.05.02,Da Organização dos Poderes (arts. 9º a 94 da LOM-Fortaleza),2,0.00%,2,0.00%,0.0,0.0,3
14.05.02.01,Do Poder Legislativo (arts. 16 a 66 da LOM-Fortaleza),2,0.00%,2,0.00%,0.0,0.0,4
14.05.03,Da Administração Municipal (arts. 95 a 180 da LOM-Fortaleza),2,0.00%,2,0.00%,0.0,0.0,3
14.05.03.01,Da Estrutura Administrativa (arts. 95 a 113 da LOM-Fortaleza),1,0.00%,1,0.00%,0.0,0.0,4
14.05.03.02,Da Tributação e do Orçamento (arts. 163 a 180 da LOM-Fortaleza),1,0.00%,1,0.00%,0.0,0.0,4
14.06,Lei Orgânica do Município de João Pessoa,1,0.00%,1,0.00%,0.0,0.0,2
14.07,Lei Orgânica do Município de Maceió,6,0.01%,6,0.01%,0.01,0.01,2
14.08,Lei Orgânica do Município de Manaus,9,0.01%,9,0.01%,0.01,0.01,2
14.09,Lei Orgânica do Município de Natal,6,0.01%,6,0.01%,0.01,0.01,2
14.10,Lei Orgânica do Município de Salvador,1,0.00%,1,0.00%,0.0,0.0,2
14.11,Lei Orgânica do Município de São Paulo,1,0.00%,1,0.00%,0.0,0.0,2
14.11.01,Da Organização dos Poderes (arts. 12 a 79 da LOM-SP),1,0.00%,1,0.00%,0.0,0.0,3
14.12,Lei Orgânica do Município de Vitória,2,0.00%,2,0.00%,0.0,0.0,2
14.13,Leis Orgânicas dos Demais Municípios,77,0.07%,77,0.07%,0.07,0.07,2
15,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,1011,0.87%,1011,0.87%,0.87,0.87,1
15,Processo Decisório (Tomada de Decisão),179,0.15%,179,0.15%,0.15,0.15,1
15,Legislação Estadual sobre Licitações,38,0.03%,38,0.03%,0.03,0.03,1
15,"Vocábulo ""Como""",28,0.02%,28,0.02%,0.02,0.02,1
15.01,Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,159,0.14%,159,0.14%,0.14,0.14,2
15.01,Legislação sobre Licitações do Estado do Acre (AC),4,0.00%,4,0.00%,0.0,0.0,2
15.02,Jurisprudência dos Tribunais Superiores sobre Remédios Constitucionais,80,0.07%,80,0.07%,0.07,0.07,2
15.02,Legislação sobre Licitações do Estado da Bahia (BA),11,0.01%,11,0.01%,0.01,0.01,2
15.02.01,Lei Estadual nº 9.433/2005 - Licitações e Contratos Administrativos (BA),11,0.01%,11,0.01%,0.01,0.01,3
15.03,Jurisprudência dos Tribunais Superiores sobre Direitos Sociais e dos Trabalhadores,23,0.02%,23,0.02%,0.02,0.02,2
15.03,Legislação sobre Licitações do Estado do Ceará (CE),5,0.00%,5,0.00%,0.0,0.0,2
15.03.01,Lei Estadual nº 14.391/2009 - Normas para Licitação e Contratação de Parcerias Público-Privadas (CE),1,0.00%,1,0.00%,0.0,0.0,3
15.03.02,"Decreto Estadual nº 35.283/2023 - Regulamenta a Lei Federal nº 14.133/2021, para Dispor sobre o Estudo Técnico Preliminar e o Termo de Referência (CE)",1,0.00%,1,0.00%,0.0,0.0,3
15.03.03,"Decreto Estadual nº 35.322/2023 - Regulamenta, no Âmbito da Administração Pública Estadual, o Sistema de Compras (CE)",3,0.00%,3,0.00%,0.0,0.0,3
15.04,Jurisprudência dos Tribunais Superiores sobre Nacionalidade,8,0.01%,8,0.01%,0.01,0.01,2
15.04,Legislação sobre Licitações do Distrito Federal (DF),11,0.01%,11,0.01%,0.01,0.01,2
15.04.01,Lei Distrital nº 6.112/2018 - Programa de Integridade em Pessoas Jurídicas (DF),1,0.00%,1,0.00%,0.0,0.0,3
15.04.02,Decreto Distrital nº 26.851/2006 - Aplicação de Sanções Administrativas das Leis 8.666 e 10.520 (DF),1,0.00%,1,0.00%,0.0,0.0,3
15.04.03,Decreto Distrital nº 39.103/2018 - Regulamenta o Sistema de Registro de Preços (DF),6,0.01%,6,0.01%,0.01,0.01,3
15.04.04,Decreto Distrital nº 39.978/2019 - Contratação de Serv. Públicos sob o Regime de Exec. Indireta (DF),1,0.00%,1,0.00%,0.0,0.0,3
15.04.05,"Decreto Distrital nº 44.330/2023 - Regulamenta a Lei Federal nº 14.133/2021 no âmbito da Administração Pública Direta, Autárquica e Fundacional do Distrito Federal",2,0.00%,2,0.00%,0.0,0.0,3
15.05,Legislação sobre Licitações do Estado do Espírito Santo (ES),2,0.00%,2,0.00%,0.0,0.0,2
15.05,Jurisprudência dos Tribunais Superiores sobre Direitos Políticos,11,0.01%,11,0.01%,0.01,0.01,2
15.06,Jurisprudência dos Tribunais Superiores sobre Partidos Políticos,1,0.00%,1,0.00%,0.0,0.0,2
15.06,Legislação sobre Licitações do Estado do Paraná (PR),3,0.00%,3,0.00%,0.0,0.0,2
15.06.01,"Lei Estadual nº 15.608/2007 - Normas sobre Licitações, Contratos Administrativos e Convênios (PR)",2,0.00%,2,0.00%,0.0,0.0,3
15.06.02,Lei Estadual nº 17.046/2012 - Normas para a Contratação de Parceria Público-Privada no Âmbito da Administração Pública Estadual (PR),1,0.00%,1,0.00%,0.0,0.0,3
15.07,Legislação sobre Licitações do Estado de Pernambuco (PE),1,0.00%,1,0.00%,0.0,0.0,2
15.07,Jurisprudência dos Tribunais Superiores sobre Organização Político-Administrativa,10,0.01%,10,0.01%,0.01,0.01,2
15.07.01,Outros Tópicos de Legislação sobre Licitações do Estado do Pernambuco (PE),1,0.00%,1,0.00%,0.0,0.0,3
15.08,Legislação sobre Licitações do Estado de São Paulo (SP),1,0.00%,1,0.00%,0.0,0.0,2
15.08,"Jurisprudência dos Tribunais Superiores sobre Organização, Competências e Bens dos Entes Federativos",76,0.07%,76,0.07%,0.07,0.07,2
15.08.01,Lei Estadual nº 6.544/1989 - Estatuto Jurídico das Licitações e Contratos (SP),1,0.00%,1,0.00%,0.0,0.0,3
15.09,Jurisprudência dos Tribunais Superiores sobre Intervenção Federal e Estadual,11,0.01%,11,0.01%,0.01,0.01,2
15.10,Jurisprudência dos Tribunais Superiores sobre Administração Pública,114,0.10%,114,0.10%,0.1,0.1,2
15.11,"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",4,0.00%,4,0.00%,0.0,0.0,2
15.12,Jurisprudência dos Tribunais Superiores sobre Deputados e Senadores,15,0.01%,15,0.01%,0.01,0.01,2
15.13,Jurisprudência dos Tribunais Superiores sobre Comissões Parlamentares,17,0.01%,17,0.01%,0.01,0.01,2
15.14,Jurisprudência dos Tribunais Superiores sobre Processo Legislativo,35,0.03%,35,0.03%,0.03,0.03,2
15.15,"Jurisprudência dos Tribunais Superiores sobre Fiscalização Contábil, Financeira e Orçamentária",38,0.03%,38,0.03%,0.03,0.03,2
15.16,Jurisprudência dos Tribunais Superiores sobre Atribuições e Responsabilidades do Chefe do Executivo,14,0.01%,14,0.01%,0.01,0.01,2
15.17,Jurisprudência dos Tribunais Superiores sobre Disposições Gerais do Poder Judiciário,17,0.01%,17,0.01%,0.01,0.01,2
15.18,Jurisprudência dos Tribunais Superiores sobre Órgãos do Poder Judiciário,50,0.04%,50,0.04%,0.04,0.04,2
15.19,Jurisprudência dos Tribunais Superiores sobre Funções Essenciais à Justiça,72,0.06%,72,0.06%,0.06,0.06,2
15.20,Jurisprudência dos Tribunais Superiores sobre Segurança Pública,10,0.01%,10,0.01%,0.01,0.01,2
15.21,Jurisprudência dos Tribunais Superiores sobre Sistema Tributário Nacional,26,0.02%,26,0.02%,0.02,0.02,2
15.22,Jurisprudência dos Tribunais Superiores sobre Finanças Públicas,6,0.01%,6,0.01%,0.01,0.01,2
15.23,Jurisprudência dos Tribunais Superiores sobre Princípios Gerais da Atividade Econômica,13,0.01%,13,0.01%,0.01,0.01,2
15.24,"Jurisprudência dos Tribunais Superiores sobre Políticas Urbana, Agrária e Fundiária",4,0.00%,4,0.00%,0.0,0.0,2
15.25,Jurisprudência dos Tribunais Superiores sobre Ordem Social,10,0.01%,10,0.01%,0.01,0.01,2
15.26,"Jurisprudência dos Tribunais Superiores sobre Educação, Cultura e Desporto",12,0.01%,12,0.01%,0.01,0.01,2
15.27,"Jurisprudência dos Tribunais Superiores sobre Família, Criança, Adolescente, Jovem e Idoso",1,0.00%,1,0.00%,0.0,0.0,2
15.28,Jurisprudência dos Tribunais Superiores sobre Atos das Disposições Constitucionais Transitórias,1,0.00%,1,0.00%,0.0,0.0,2
15.29,Jurisprudência dos Tribunais Superiores sobre Controle de Constitucionalidade,156,0.13%,156,0.13%,0.13,0.13,2
15.30,Jurisprudência dos Tribunais Superiores sobre Simetria Constitucional,8,0.01%,8,0.01%,0.01,0.01,2
15.31,Jurisprudência dos Tribunais Superiores Sobre Outros Assuntos em Matéria Constitucional,9,0.01%,9,0.01%,0.01,0.01,2
16,"Gestão por Processos (BPM CBOK, Ciclo PDCA, 6 Sigma etc.)",682,0.59%,682,0.59%,0.59,0.59,1
16,Sem Classificação,467,0.40%,467,0.40%,0.4,0.4,1
16,"Vocábulo ""Que""",109,0.09%,109,0.09%,0.09,0.09,1
16,Legislação Esparsa sobre Licitações,624,0.54%,624,0.54%,0.54,0.54,1
16.01,SICAF,15,0.01%,15,0.01%,0.01,0.01,2
16.01,Conceitos Gerais sobre Gestão por Processos,376,0.32%,376,0.32%,0.32,0.32,2
16.02,Ciclo PDCA (Plan-Do-Check-Act ou Ciclo de Shewart),110,0.09%,110,0.09%,0.09,0.09,2
16.02,Pesquisa de Preços e Cotação Eletrônica,10,0.01%,10,0.01%,0.01,0.01,2
16.03,Lei nº 8.248/1991 - Capacitação e Competitividade do Setor de Informática e Automação,9,0.01%,9,0.01%,0.01,0.01,2
16.03,"BPM, BPMN e CBOK",107,0.09%,107,0.09%,0.09,0.09,2
16.04,Seis Sigma (6 Sigma),23,0.02%,23,0.02%,0.02,0.02,2
16.04,Lei nº 10.191/2001 - Licitação de Produtos e Serviços no Âmbito do Ministério da Saúde,10,0.01%,10,0.01%,0.01,0.01,2
16.05,Outros Temas e Tópicos Mesclados em Gestão por Processos,66,0.06%,66,0.06%,0.06,0.06,2
16.05,Lei nº 12.232/2010 - Licitação para Serviços de Publicidade,4,0.00%,4,0.00%,0.0,0.0,2
16.06,Lei nº 13.303/2016 - Das Licitações (arts. 28 a 90),91,0.08%,91,0.08%,0.08,0.08,2
16.07,Lei nº 13.334/2016 e Lei nº 13.448/2017 - Programa de Parceria de Investimentos (PPI),1,0.00%,1,0.00%,0.0,0.0,2
16.08,Decreto nº 2.271/1997 - Contratação de Serviços,29,0.02%,29,0.02%,0.02,0.02,2
16.09,Decreto nº 2.745/1998 - Licitação Simplificada da PETROBRÁS,15,0.01%,15,0.01%,0.01,0.01,2
16.10,Decreto nº 7.174/2010 - Contratação de Bens e Serviços de Informática,22,0.02%,22,0.02%,0.02,0.02,2
16.11,Decreto nº 7.746/2012 - CISAP,6,0.01%,6,0.01%,0.01,0.01,2
16.12,Decreto nº 7.983/2013 - Orçamento de Referência de Obras e Serviços de Engenharia,34,0.03%,34,0.03%,0.03,0.03,2
16.13,"Decreto nº 8.538/2015 - Tratamento Favorecido, Diferenciado e Simplificado",1,0.00%,1,0.00%,0.0,0.0,2
16.14,Decreto nº 9.507/2018 - Execução Indireta de Serviços da Administração Pública Federal,9,0.01%,9,0.01%,0.01,0.01,2
16.15,Decreto nº 10.947/2022 - Plano de Contratações Anual e Sistema de Planejamento e Gerenciamento de Contratações,9,0.01%,9,0.01%,0.01,0.01,2
16.16,"Decreto nº 11.246/2022 - Agente de Contratação, Equipe de Apoio, Comissão de Contratação e Outros",2,0.00%,2,0.00%,0.0,0.0,2
16.17,Decreto nº 11.462/2023 - Sistema de Registro de Preços (SRP),138,0.12%,138,0.12%,0.12,0.12,2
16.18,"Decreto nº 11.878/2024 - Regulamenta o art. 79 da Lei nº 14.133/2021, para Dispor sobre o Procedimento Auxiliar de Credenciamento para a Contratação de Bens e Serviços",1,0.00%,1,0.00%,0.0,0.0,2
16.19,Instrução Normativa nº 5/2017 (antiga IN nº 2/2008) - Regras e Diretrizes do Procedimento de Contratação de Serviços sob o Regime de Execução Indireta no âmbito da Administração Pública Federal,56,0.05%,56,0.05%,0.05,0.05,2
16.20,"IN SEGES/ME nº 67/2021 - Dispensa de Licitação, na Forma Eletrônica, de que Trata a Lei nº 14.133/2021, e Institui o Sistema de Dispensa Eletrônica",3,0.00%,3,0.00%,0.0,0.0,2
16.21,"IN SEGES/ME nº 73/2022 - Licitação pelo Critério de Julgamento por Menor Preço ou Maior Desconto, na Forma Eletrônica, para a Contratação de Bens, Serviços e Obras",4,0.00%,4,0.00%,0.0,0.0,2
16.22,Portaria MPOG nº 306/2001 - Sistema de Cotação Eletrônica de Preços - Módulo do Sistema Integrado de Administração de Serviços Gerais (SIASG),1,0.00%,1,0.00%,0.0,0.0,2
16.23,"Portaria SEGES/ME nº 8.678/2021 - Governança das Contratações Públicos no Âmbito da Administração Pública Federal Direta, Autárquica e Fundacional",1,0.00%,1,0.00%,0.0,0.0,2
16.24,Regulamento Interno de Licitações e Contratações da FUNPRESP,1,0.00%,1,0.00%,0.0,0.0,2
16.25,"Regulamentos de Licitações e Contratos de Outras Entidades (SEBRAE, ABDI, Telebras, etc.)",77,0.07%,77,0.07%,0.07,0.07,2
16.26,"Resolução CGPAR nº 45/2022 - Orientações às Empresas Estatais Federais sobre Planejamento, Execução, Controle e Avaliação das Contratações de Bens e Serviços em Geral",2,0.00%,2,0.00%,0.0,0.0,2
16.27,Legislação Municipal sobre Licitações (Leis Municipais),5,0.00%,5,0.00%,0.0,0.0,2
16.28,Outros Normativos sobre Licitações,68,0.06%,68,0.06%,0.06,0.06,2
17,Interpretação de Textos (Compreensão),7388,6.35%,7388,6.35%,6.35,6.35,1
17,Gestão da Qualidade,1714,1.47%,1714,1.47%,1.47,1.47,1
17,Intervenção do Estado na Propriedade Privada,484,0.42%,484,0.42%,0.42,0.42,1
17.01,"Conceito, Princípios, Fundamentos e Evolução da Qualidade",312,0.27%,312,0.27%,0.27,0.27,2
17.01,Servidões Administrativas,39,0.03%,39,0.03%,0.03,0.03,2
17.02,Principais Teóricos - Gurus da Qualidade,36,0.03%,36,0.03%,0.03,0.03,2
17.02,Requisição da Propriedade Privada,33,0.03%,33,0.03%,0.03,0.03,2
17.03,Ocupação Provisória,10,0.01%,10,0.01%,0.01,0.01,2
17.03,Normas ISO (Gestão da Qualidade),106,0.09%,106,0.09%,0.09,0.09,2
17.03.01,NBR ISO 9000 - Sistemas de Gestão da Qualidade - Fundamentos e Vocabulário,47,0.04%,47,0.04%,0.04,0.04,3
17.03.02,NBR ISO 9001 - Sistemas de Gestão da Qualidade - Requisitos,40,0.03%,40,0.03%,0.03,0.03,3
17.03.03,Outros Assuntos e Tópicos Mesclados de Normas ISO,19,0.02%,19,0.02%,0.02,0.02,3
17.04,Limitações Administrativas (Intervenção da Propriedade),20,0.02%,20,0.02%,0.02,0.02,2
17.04,Métodos e Ferramentas,461,0.40%,461,0.40%,0.4,0.4,2
17.04.01,Diagrama de Causa e Efeito - Ishikawa,64,0.06%,64,0.06%,0.06,0.06,3
17.04.02,Plano 5W2h,13,0.01%,13,0.01%,0.01,0.01,3
17.04.03,Método 5S,10,0.01%,10,0.01%,0.01,0.01,3
17.04.04,Diagrama de Pareto,48,0.04%,48,0.04%,0.04,0.04,3
17.04.05,14 Princípios de Deming,49,0.04%,49,0.04%,0.04,0.04,3
17.04.06,Benchmarking,51,0.04%,51,0.04%,0.04,0.04,3
17.04.07,Brainstorming e Brainwriting,23,0.02%,23,0.02%,0.02,0.02,3
17.04.08,Reengenharia,88,0.08%,88,0.08%,0.08,0.08,3
17.04.09,Kaizen,7,0.01%,7,0.01%,0.01,0.01,3
17.04.10,Outros Métodos e Ferramentas,79,0.07%,79,0.07%,0.07,0.07,3
17.04.11,Tópico Mesclado de Métodos e Ferramentas,29,0.02%,29,0.02%,0.02,0.02,3
17.05,Modelo de Excelência Gerencial (FNQ),49,0.04%,49,0.04%,0.04,0.04,2
17.05,Tombamento - Conceitos e Decreto-Lei nº 25/1937,108,0.09%,108,0.09%,0.09,0.09,2
17.06,"Excelência e Qualidade nos Serviços Públicos (Gespública, MEGP)",292,0.25%,292,0.25%,0.25,0.25,2
17.06,Desapropriação,231,0.20%,231,0.20%,0.2,0.2,2
17.07,Gestão para Resultados,118,0.10%,118,0.10%,0.1,0.1,2
17.07,Tópicos Mesclados sobre Intervenção do Estado na Propriedade Privada,43,0.04%,43,0.04%,0.04,0.04,2
17.08,Qualidade no Atendimento ao Público,331,0.28%,331,0.28%,0.28,0.28,2
17.09,Gerenciamento pelas Diretrizes,9,0.01%,9,0.01%,0.01,0.01,2
18,Prescrição e Coisa Julgada Administrativa,34,0.03%,34,0.03%,0.03,0.03,1
18,Gestão do Conhecimento,184,0.16%,184,0.16%,0.16,0.16,1
18,Tipologia e Gênero Textual,760,0.65%,760,0.65%,0.65,0.65,1
19,Educação Corporativa,188,0.16%,188,0.16%,0.16,0.16,1
19,Paralelismo,37,0.03%,37,0.03%,0.03,0.03,1
19,Acesso à Informação,447,0.38%,447,0.38%,0.38,0.38,1
19.01,Lei nº 12.527/2011 - Lei de Acesso à Informação,410,0.35%,410,0.35%,0.35,0.35,2
19.01.01,Disposições Gerais (arts. 1º a 5º da Lei nº 12.527/2011),81,0.07%,81,0.07%,0.07,0.07,3
19.01.02,Do Acesso a Informações e da sua Divulgação (arts. 6º a 9º da Lei nº 12.527/2011),76,0.07%,76,0.07%,0.07,0.07,3
19.01.03,Do Procedimento de Acesso à Informação (arts. 10 a 20 da Lei nº 12.527/2011),85,0.07%,85,0.07%,0.07,0.07,3
19.01.04,Das Restrições de Acesso à Informação (arts. 21 a 31 da Lei nº 12.527/2011),113,0.10%,113,0.10%,0.1,0.1,3
19.01.05,Das Responsabilidades (arts. 32 a 34 da Lei nº 12.527/2011),16,0.01%,16,0.01%,0.01,0.01,3
19.01.06,Das Disposições Finais e Transitórias (arts. 35 a 47 da Lei nº 12.527/2011),6,0.01%,6,0.01%,0.01,0.01,3
19.01.07,Tópicos Mesclados da Lei nº 12.527/2011,33,0.03%,33,0.03%,0.03,0.03,3
19.02,Decreto nº 7.724/2012 - Regulamenta a LAI,10,0.01%,10,0.01%,0.01,0.01,2
19.03,Legislação Estadual e Municipal sobre Acesso à Informação,27,0.02%,27,0.02%,0.02,0.02,2
20,Reescrita de Frases. Substituição de Palavras ou Trechos de Texto.,3477,2.99%,3477,2.99%,2.99,2.99,1
20,Jurisprudência dos Tribunais Superiores em Matéria Administrativa,837,0.72%,837,0.72%,0.72,0.72,1
20,"Coaching, Tutoria (Mentoring) e Aconselhamento (Counseling)",17,0.01%,17,0.01%,0.01,0.01,1
20.01,Jurisprudência dos Tribunais Superiores sobre Acesso à Informação e Transparência,2,0.00%,2,0.00%,0.0,0.0,2
20.02,Jurisprudência dos Tribunais Superiores sobre Administração Indireta,33,0.03%,33,0.03%,0.03,0.03,2
20.03,Jurisprudência dos Tribunais Superiores sobre Agente Públicos,102,0.09%,102,0.09%,0.09,0.09,2
20.04,Jurisprudência dos Tribunais Superiores sobre Associação e Direito de Greve,12,0.01%,12,0.01%,0.01,0.01,2
20.05,Jurisprudência dos Tribunais Superiores sobre Atos Administrativos,27,0.02%,27,0.02%,0.02,0.02,2
20.06,Jurisprudência dos Tribunais Superiores sobre Bens Públicos,9,0.01%,9,0.01%,0.01,0.01,2
20.07,Jurisprudência dos Tribunais Superiores sobre Concurso Público,37,0.03%,37,0.03%,0.03,0.03,2
20.08,Jurisprudência dos Tribunais Superiores sobre Controle da Administração Pública,56,0.05%,56,0.05%,0.05,0.05,2
20.09,Jurisprudência dos Tribunais Superiores sobre Desapropriação,27,0.02%,27,0.02%,0.02,0.02,2
20.10,Jurisprudência dos Tribunais Superiores sobre Improbidade Administrativa,122,0.10%,122,0.10%,0.1,0.1,2
20.11,Jurisprudência dos Tribunais Superiores sobre Licitações e Contratos Administrativos,46,0.04%,46,0.04%,0.04,0.04,2
20.12,Jurisprudência dos Tribunais Superiores sobre Nepotismo,14,0.01%,14,0.01%,0.01,0.01,2
20.13,Jurisprudência dos Tribunais Superiores sobre Poderes da Administração,23,0.02%,23,0.02%,0.02,0.02,2
20.14,Jurisprudência dos Tribunais Superiores sobre Prescrição e Coisa Julgada Administrativa,5,0.00%,5,0.00%,0.0,0.0,2
20.15,Jurisprudência dos Tribunais Superiores sobre Princípios da Administração,21,0.02%,21,0.02%,0.02,0.02,2
20.16,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo,20,0.02%,20,0.02%,0.02,0.02,2
20.17,Jurisprudência dos Tribunais Superiores sobre Processo Administrativo Disciplinar,50,0.04%,50,0.04%,0.04,0.04,2
20.18,Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,182,0.16%,182,0.16%,0.16,0.16,2
20.19,Jurisprudência dos Tribunais Superiores sobre Serviços Públicos,31,0.03%,31,0.03%,0.03,0.03,2
20.20,Jurisprudência dos Tribunais Superiores sobre Tombamento,3,0.00%,3,0.00%,0.0,0.0,2
20.21,Jurisprudência dos Tribunais Superiores sobre Tópicos Mesclados e Outros Assuntos de DAD,15,0.01%,15,0.01%,0.01,0.01,2
21,Clareza e Correção,947,0.81%,947,0.81%,0.81,0.81,1
21,Sem Classificação,678,0.58%,678,0.58%,0.58,0.58,1
21,Empreendedorismo Governamental,71,0.06%,71,0.06%,0.06,0.06,1
22,Outras Questões de Português e Questões Mescladas (Interpretação de Textos ou Gramática),744,0.64%,744,0.64%,0.64,0.64,1
22,Administração da Produção e Operações,67,0.06%,67,0.06%,0.06,0.06,1
23,Marketing,444,0.38%,444,0.38%,0.38,0.38,1
23,Sem Classificação,891,0.77%,891,0.77%,0.77,0.77,1
24,Gestão de Pessoas,2715,2.34%,2715,2.34%,2.34,2.34,1
24.01,Relações de Equilíbrio entre Indivíduo e Organização,80,0.07%,80,0.07%,0.07,0.07,2
24.02,Gerenciamento da Diversidade nas Organizações,14,0.01%,14,0.01%,0.01,0.01,2
24.03,A Área de Gestão de Pessoas,129,0.11%,129,0.11%,0.11,0.11,2
24.04,Modelos Básicos de Gestão de Pessoas,27,0.02%,27,0.02%,0.02,0.02,2
24.05,Evolução e Tendências da Área de Gestão de Pessoas no Cenário Mundial,58,0.05%,58,0.05%,0.05,0.05,2
24.06,Evolução da Área de Gestão de Pessoas no Contexto Nacional,10,0.01%,10,0.01%,0.01,0.01,2
24.07,"Objetivos, Funções e Desafios da Área de Gestão de Pessoas",111,0.10%,111,0.10%,0.1,0.1,2
24.08,Gestão Estratégica de Pessoas e Planejamento Estratégico de Pessoas,123,0.11%,123,0.11%,0.11,0.11,2
24.09,Princípio da Responsabilidade de Linha e Função de Staff,29,0.02%,29,0.02%,0.02,0.02,2
24.10,Hierarquia de Decisões na área de Gestão de Pessoas,14,0.01%,14,0.01%,0.01,0.01,2
24.11,Terceirização,22,0.02%,22,0.02%,0.02,0.02,2
24.12,Subsistemas de Gestão de Pessoas,78,0.07%,78,0.07%,0.07,0.07,2
24.13,Recrutamento (Gestão de Pessoas),201,0.17%,201,0.17%,0.17,0.17,2
24.14,Seleção (Gestão de Pessoas),190,0.16%,190,0.16%,0.16,0.16,2
24.15,Análise e Desenho de Cargos,178,0.15%,178,0.15%,0.15,0.15,2
24.16,Desempenho,499,0.43%,499,0.43%,0.43,0.43,2
24.17,Remuneração (Administração Geral),53,0.05%,53,0.05%,0.05,0.05,2
24.18,Benefícios e Incentivos,22,0.02%,22,0.02%,0.02,0.02,2
24.19,"Treinamento, Desenvolvimento e Educação (TDeE)",434,0.37%,434,0.37%,0.37,0.37,2
24.20,Qualidade de Vida no Trabalho (QVT),105,0.09%,105,0.09%,0.09,0.09,2
24.21,Recursos Humanos no Setor Público,261,0.22%,261,0.22%,0.22,0.22,2
24.21.01,Administração de Pessoas no Setor Público,163,0.14%,163,0.14%,0.14,0.14,3
24.21.02,Decreto nº 9.991/2019 - Política Nacional de Desenvolvimento de Pessoas,54,0.05%,54,0.05%,0.05,0.05,3
24.21.03,Decreto nº 7.133/2010 - Avaliação de Desempenho do Poder Executivo Federal,19,0.02%,19,0.02%,0.02,0.02,3
24.21.04,Decreto nº 11.072/2022 - Programa de Gestão e Desempenho (PGD) da Administração Pública Federal,1,0.00%,1,0.00%,0.0,0.0,3
24.21.05,SIAPE,24,0.02%,24,0.02%,0.02,0.02,3
24.22,Organização do Trabalho e do Tempo,25,0.02%,25,0.02%,0.02,0.02,2
24.23,Sistemas de Informações Gerenciais (SIG),52,0.04%,52,0.04%,0.04,0.04,2
25,Gestão por Competências,364,0.31%,364,0.31%,0.31,0.31,1
26,Gestão da Inovação e Empreendedorismo,324,0.28%,324,0.28%,0.28,0.28,1
26.01,Conceitos e Teorias de Inovação e Empreendorismo,262,0.23%,262,0.23%,0.23,0.23,2
26.02,Intraempreendedorismo,2,0.00%,2,0.00%,0.0,0.0,2
26.03,Design Thinking,51,0.04%,51,0.04%,0.04,0.04,2
26.04,Design de Serviços,2,0.00%,2,0.00%,0.0,0.0,2
26.05,Pensamento Computacional,1,0.00%,1,0.00%,0.0,0.0,2
26.06,Manual de Oslo,6,0.01%,6,0.01%,0.01,0.01,2
27,Coordenação,1,0.00%,1,0.00%,0.0,0.0,1
28,Administração Financeira,302,0.26%,302,0.26%,0.26,0.26,1
29,Responsabilidade Social Corporativa,91,0.08%,91,0.08%,0.08,0.08,1
30,Processos Participativos de Gestão Pública,112,0.10%,112,0.10%,0.1,0.1,1
31,Ciclo de Gestão,4,0.00%,4,0.00%,0.0,0.0,1
32,Decreto nº 9.739/2019 - Aprimoramento da Administração Federal e SIORG,12,0.01%,12,0.01%,0.01,0.01,1
33,Gestão Hospitalar,149,0.13%,149,0.13%,0.13,0.13,1
34,Outros Temas e Tópicos Variados de Administração,78,0.07%,78,0.07%,0.07,0.07,1
35,Novas Tecnologias e Tendências na Administração,66,0.06%,66,0.06%,0.06,0.06,1
